order_id,payment_sequential,payment_type,installments,payment_value,payment_status
f2VguK81QHXK,1,credit_card,5,154.25,paid
3on1VHAzNIw6,1,credit_card,1,214.87,paid
gDSk7Sc4wqsw,1,credit_card,1,250.06,paid
djYO0IqpxA0c,1,credit_card,1,79.8,paid
TSkQRZgLTZY1,1,credit_card,1,0.48,paid
4t957cXmzu5k,1,wallet,1,250.88,paid
Q2nr2kWpNn9x,1,credit_card,1,89.92,paid
hwHEtJZL7yB9,1,credit_card,5,251.71,paid
AQzb8Mtf28Oy,1,credit_card,1,77.61,paid
WEHY92zfxKw8,1,credit_card,10,237.69,paid
A7xqvEuxdoFq,1,voucher,1,268.19,paid
x30vgHlIJzQf,1,voucher,1,688.44,paid
6wFxxFoGt2vu,1,credit_card,2,328.42,paid
xWyVgmt2VhQE,1,credit_card,8,192.23,paid
cIpbij7BpnTH,1,credit_card,3,43.6,paid
XyKB3rOGhkPj,1,credit_card,2,59.87,paid
Ef26qaoxnzmZ,1,wallet,1,93.87,paid
YF1mTkZp63td,1,credit_card,3,51.4,paid
YC1jrzIlEqXz,1,debit_card,1,139.17,paid
MoqkbaF56yWY,1,credit_card,2,374.15,paid
tNRG3bzTdDSG,1,credit_card,3,181.64,paid
QWNF2ZNytcHw,1,credit_card,3,94.21,paid
vs1xRcrknRQW,1,wallet,1,44.41,paid
65pjFwcKgCLn,1,credit_card,6,20.05,paid
ipRpHIN6fBNp,1,credit_card,1,148.22,paid
G62TB3FZTLIu,1,wallet,1,52.57,paid
YfNNGdACBJbN,1,credit_card,10,113.96,paid
YpkPfvKCVxOF,1,credit_card,2,264.71,paid
TGTVo5I6ovrz,1,credit_card,4,452.66,paid
M0rFgvqk9WsN,1,credit_card,2,1798.01,paid
sgb03ex5ibUh,1,credit_card,3,50.29,paid
YZSrgGwOdR6V,1,credit_card,1,278.47,paid
Rdcx8LHNi4dm,1,credit_card,1,34.18,paid
1nYBlddclMRA,1,credit_card,1,313.99,paid
CcFxGlSP30Uh,1,credit_card,5,117.0,paid
t5BA2T07R2ki,1,credit_card,1,292.11,paid
l4nTWCXPZLfg,1,wallet,1,188.52,paid
XSpIzi2g4pnh,1,credit_card,8,556.09,paid
EQBPCZd2b8bJ,1,credit_card,4,196.9,paid
u6NLlyLk4hu1,1,wallet,1,2566.9,paid
jZmeBH7AWXDX,1,wallet,1,31.83,paid
7s8C7T1sNDi2,1,credit_card,4,145.62,paid
9vZ3HC6H6YuI,1,wallet,1,53.51,paid
rDgIC71MiKEE,1,wallet,1,171.63,paid
yH4SHCxLsEdm,1,credit_card,3,405.47,paid
JvdGUfeVjqEm,1,credit_card,3,639.77,paid
pdoG8DZGTBhf,1,wallet,1,373.33,paid
aU7z9GEsgsrM,1,wallet,1,38.56,unpaid
5gvLA4yjmHOK,1,credit_card,5,256.05,paid
hSSmwOwMaAM0,1,credit_card,1,12.89,paid
uwYlsu1KUAfx,1,credit_card,2,802.48,paid
PxkkgAu1aCCn,1,credit_card,2,227.4,paid
064wNjaHuBYF,1,credit_card,1,127.79,paid
6xkUigNaKFVm,1,credit_card,3,159.8,paid
F7nD6ZxjsDTc,1,credit_card,7,109.31,paid
IGJGzxmVNT15,1,credit_card,3,240.41,paid
51I2iEfzDLcG,2,voucher,1,1843.85,paid
mSnA7fWjJTsU,1,wallet,1,15.9,paid
fxY6KU4Pq5DI,1,credit_card,1,213.81,paid
tekPG5LJelSu,1,credit_card,3,96.29,paid
CsJqJSVYLvYu,1,credit_card,1,125.78,paid
jtR4jANx7nOV,1,credit_card,5,134.28,paid
pQ5ySr4MVH4z,1,wallet,1,192.56,paid
00e8DgceulJY,1,credit_card,1,359.71,paid
2luWD9AaxkVO,1,credit_card,2,59.49,paid
zVbvqkv2juRx,1,credit_card,1,131.7,paid
D1pqLQum8SSu,1,wallet,1,123.51,paid
e1YiUC1Bu1L8,1,credit_card,3,135.5,paid
vBwnGbt2SqWg,1,credit_card,1,114.84,paid
U74FaSSjHszh,1,credit_card,3,63.38,paid
VeLHbBiFP4M1,1,credit_card,8,186.27,paid
cmmzn7gYEJ9m,1,credit_card,5,85.94,paid
3nwtgQntMppN,1,credit_card,5,218.19,paid
9Up9knOVxpIR,1,wallet,1,143.25,paid
VBLApdTrMDkn,1,credit_card,5,646.6,paid
mxhaw4ZzOda9,1,credit_card,10,325.1,paid
w43oLvkOx607,1,wallet,1,61.26,paid
3iUhJTNqqu6W,1,credit_card,10,72.56,paid
r7VkGC7dcC7P,1,credit_card,1,285.74,paid
rc6EcwiRzSJ3,1,credit_card,3,363.22,paid
olLsi2ccOfry,1,wallet,1,91.42,paid
8trY9ZFpFzWX,1,credit_card,10,84.76,paid
wl79tehW9DzO,1,credit_card,2,1314.86,paid
h9Manx2eQcGf,1,wallet,1,272.5,paid
w5NOiZYaYHYy,1,wallet,1,142.1,paid
x4Nw6oVq6RJL,1,credit_card,1,44.02,paid
qgzh6SZN7kKU,1,credit_card,1,176.69,paid
pEAO2PYjtL7b,1,wallet,1,30.66,paid
Z7cZElkpVrpe,1,wallet,1,82.21,paid
OKajDtc7BsVN,1,wallet,1,1404.41,paid
rmssCZe9Gi7r,1,credit_card,1,145.48,paid
sQc5zpXQtoaD,1,credit_card,3,163.44,paid
44iG4KEf4afE,1,wallet,1,228.94,paid
1FfLu8vrfri2,1,credit_card,1,139.31,paid
Yx6ETgU83FAA,1,credit_card,1,1588.92,paid
kzhRR8tDf1LK,5,voucher,1,422.0,paid
7XMVaL0CtMrj,1,credit_card,3,70.86,paid
NZ9Bw3pifJ59,1,credit_card,10,144.12,paid
pwOPxcukkm41,1,credit_card,2,272.87,paid
cobIYRnnZmKD,1,credit_card,1,120.28,paid
5pUL1Hu95y8E,1,wallet,1,336.06,paid
UN5NpzlperQq,1,wallet,1,349.78,paid
aWgJoNXBnGkQ,1,credit_card,4,231.3,paid
gTFgI1R845qg,1,credit_card,1,768.59,paid
x1qDrCXyEOVU,1,credit_card,3,146.5,paid
GCSeviJC9swp,1,credit_card,1,656.78,paid
TyAyvT91aOzb,1,credit_card,1,532.55,paid
A8A16zBpGF4o,1,credit_card,10,66.5,paid
xFC1MrdbKD0r,1,credit_card,5,573.51,paid
dKJ8bqHQ16r9,1,wallet,1,455.83,paid
F68pINxZYqq4,1,credit_card,8,363.51,paid
C2I9TpdbJfcR,1,wallet,1,102.69,paid
RAJIXRiTFFVA,1,wallet,1,295.71,paid
2A6WqabLwaJv,1,credit_card,8,515.44,paid
l38JbYZLRrux,1,credit_card,6,109.76,paid
vOBROHYOr9Ho,1,credit_card,3,232.06,paid
1CfTVT29rHSi,1,credit_card,1,96.77,paid
ioiI7leOIEAN,1,wallet,1,169.01,paid
5IJgPoESZ9xG,1,credit_card,1,340.29,paid
z2FckKinT6Yj,1,credit_card,1,316.09,paid
7RoQVP2ZdquO,1,credit_card,4,210.0,paid
sorGOUtTIffJ,1,wallet,1,96.25,paid
3w3dXYOFlGlk,1,credit_card,3,163.66,paid
xg9zg9gHnZvU,1,credit_card,10,669.93,paid
OBWGNnzsTs3N,1,credit_card,1,58.12,paid
0vLs5xVORzQc,1,credit_card,8,65.19,paid
DL6ygwa6emwx,1,credit_card,3,35.87,paid
CmQymqdhlioi,3,voucher,1,406.58,paid
CQAr9YTkhuoH,1,wallet,1,318.23,paid
xTQrMC7ctTp9,1,credit_card,4,26.03,paid
bgCQ4t2nupac,1,wallet,1,254.94,paid
HWk0Pgp1cqgu,1,credit_card,7,40.66,paid
lpCvIRrCY6Jr,1,credit_card,10,102.23,paid
1SqZoLXdRhlx,1,credit_card,3,187.82,paid
01yQGWrIzDVl,1,credit_card,1,222.86,paid
gEIDw1ywHU2W,1,wallet,1,432.18,paid
nBCLSU5vSktG,1,credit_card,3,454.19,paid
9ql21WD30LMV,1,credit_card,5,133.49,paid
3zkus3J9OCNC,1,credit_card,2,380.66,paid
0ff2LOhy8huf,1,credit_card,4,0.28,paid
RCGuXuunnjYn,1,wallet,1,5.78,paid
O1g5vb4kkpP4,1,credit_card,1,397.96,paid
AoUMeggDWaNl,1,credit_card,1,423.13,paid
lF4XlxzRDqTP,1,wallet,1,387.24,paid
QB72zpPW59Cp,2,voucher,1,381.59,paid
jcQyUG7KiDXe,1,credit_card,1,24.97,paid
P9zapF7rplSZ,1,credit_card,1,0.53,paid
uvc4PxxLW765,2,voucher,1,155.37,paid
hznrsBTIJuYq,1,credit_card,2,211.28,paid
lmhN1fSBJbjl,1,credit_card,1,155.23,paid
tZjPgwD44ad4,1,wallet,1,285.14,paid
NXVn1itteoPf,1,credit_card,2,213.3,paid
Iwo9madlLOfl,1,wallet,1,197.22,paid
mHJuzdT3k7Bk,1,credit_card,2,31.74,paid
GbIcGPsy5YhM,1,wallet,1,86.02,paid
aqt8LLx5wlCL,1,credit_card,2,415.32,paid
ZEXcoMtqc7OH,1,credit_card,1,254.22,paid
IGrY9ZCgAQWE,1,credit_card,2,3.47,paid
zhMoxly4g2p7,1,credit_card,2,105.87,paid
dY7PmnFGSfDS,1,credit_card,1,5.5,paid
gV8H5BnFLRLf,1,credit_card,2,122.55,paid
99l3j2732Ed5,1,credit_card,2,22.84,paid
4zesCjEKiF0Y,1,wallet,1,426.1,paid
6E0APAKmbM5F,1,credit_card,10,352.97,paid
kl4kTrjfdDxP,1,credit_card,2,193.28,paid
3cVSZ3TDho8T,1,credit_card,4,126.1,paid
q1ZJVFYIGQhy,1,credit_card,1,394.95,paid
uOV9v4Di7GxD,1,credit_card,3,74.28,paid
5gT5ju0Iwf5Q,1,credit_card,5,1648.64,paid
Ar3LLGzSg3Oz,1,wallet,1,49.82,paid
OqjflEu3RDUf,1,credit_card,1,273.0,paid
6Z8PieD0gXY9,1,credit_card,4,158.58,paid
jdtcsk48Fuhr,1,credit_card,1,436.59,paid
13kTZnvi8Gb2,1,credit_card,8,304.14,paid
IywKnSZJV5jD,1,voucher,1,667.71,paid
mVM7rsDM1Hzg,1,credit_card,7,437.09,paid
4bGQgneZnv6l,1,credit_card,2,374.58,paid
DoaEwGdsAGga,1,wallet,1,201.53,paid
jlAf8a55fRuP,1,credit_card,2,31.6,paid
Dhkfbam4t5Hu,1,credit_card,1,665.87,paid
DLSlAsn284Ao,1,credit_card,2,99.6,paid
EoDJ3uq6MGLP,1,wallet,1,180.08,paid
AcIuT2UT8651,1,credit_card,3,347.08,paid
jzfdVRIHY7ZK,1,wallet,1,531.42,paid
34z5H2i2HK6L,1,credit_card,1,51.37,paid
wZ6aYY8CPuzt,1,credit_card,8,82.83,paid
s94mT3gu6SUR,1,credit_card,6,320.44,paid
nZ3Oc1kNPeuw,1,credit_card,10,58.03,paid
UvIuqOQCN33z,1,wallet,1,155.55,paid
bJqSoLlTUyVW,1,wallet,1,190.98,paid
KZ8wCknVHdnO,1,credit_card,1,1381.83,paid
mLt3ZOmC10kt,1,credit_card,1,107.46,paid
emObXa1xUcBM,1,credit_card,1,324.59,paid
eAfAVf1Xa971,1,credit_card,1,144.21,paid
DnRUbFTjWplJ,1,credit_card,3,93.29,paid
eOSUVH42Y26P,1,credit_card,4,190.09,paid
nT2iwN5Xuetw,1,credit_card,1,95.84,paid
ALQfqlcJXggH,1,credit_card,1,317.24,paid
kMg42Ux7MNIb,1,credit_card,1,381.22,paid
Aot61BgVeo7s,1,credit_card,1,244.06,paid
JBHlNoCyzUmK,1,credit_card,4,191.78,paid
HkbbkPp4FUGm,1,credit_card,3,197.9,paid
lH4pI1emSBST,1,credit_card,5,1048.7,paid
K2yGLTZ1VqdN,1,wallet,1,5.78,paid
kLiyRfh6aCCD,1,credit_card,4,66.38,paid
AlvsOXWpcA8Q,1,wallet,1,1325.44,paid
NtyPzHKImRcK,1,wallet,1,63.33,paid
pD8lv9UJ2t4r,1,credit_card,1,184.77,paid
WiDMxf7IJOXy,2,voucher,1,30.45,paid
erghPjB2jM93,1,credit_card,3,144.63,paid
eHwPWaa5Gs0P,1,credit_card,2,166.7,paid
p9ZMudnDJdiR,1,credit_card,3,29.86,paid
VvD6KcyROzLe,1,wallet,1,1936.5,paid
83oH9IxQm0yG,2,voucher,1,169.1,paid
GD3O7sxX9F3v,1,wallet,1,65.81,paid
RYFNdzWVhjcf,1,credit_card,3,488.58,paid
dMV4kUDl8K2c,1,credit_card,1,339.88,paid
QPDalcUxGVZF,1,credit_card,6,223.11,paid
pBrv0uDqneH5,1,credit_card,10,27.17,paid
hLyMMUJ1bu0v,1,wallet,1,8.81,paid
fFj3ZQRoFwGx,1,debit_card,1,363.74,paid
5aoqaDPnBz61,1,credit_card,1,254.95,paid
NaVxpl6Ye4tz,1,credit_card,1,468.63,paid
a52skEGGYoFX,1,credit_card,6,230.06,paid
lXuQl6XIrpC1,1,wallet,1,402.16,paid
4kHzvFJvEWXN,1,wallet,1,247.08,paid
WwDO2vM3Kdkg,1,credit_card,1,95.9,paid
4DDyMWBbKcrh,1,credit_card,2,213.06,paid
EHpfQc4UP0zD,1,credit_card,2,193.56,paid
pBKnqmt4uZy1,1,credit_card,3,119.57,paid
XJz3X0wJdeGn,1,credit_card,1,150.1,paid
cXyk07zbysVY,4,voucher,1,325.7,paid
n7ubR887NPEA,1,credit_card,7,30.04,paid
QkVfeNx7v8P9,1,credit_card,1,56.63,paid
TV24WAbcXBr0,1,credit_card,1,350.02,paid
fI2Z14ZvVfUv,1,credit_card,8,286.83,paid
8FRjEezE1azb,1,credit_card,4,185.07,paid
MzMZruvdeuLn,1,credit_card,3,95.01,paid
PFzAa6abhzrj,1,credit_card,1,1738.17,paid
Id1ogRANMvNL,1,credit_card,2,47.69,paid
qfdSVzU1PAWj,1,credit_card,8,22.45,paid
ULv4XSGksYYZ,1,wallet,1,89.24,paid
Jvrri3Q6vLHc,1,credit_card,2,721.74,paid
Ky9veyG5aaE2,1,credit_card,2,90.76,paid
HnJyUO2sCORS,1,credit_card,1,38.26,paid
jNnbKDnR6D4q,1,debit_card,1,349.76,paid
jccGzHD5uRRq,1,credit_card,4,190.04,paid
OWwkuTqDy95N,1,credit_card,1,2.05,paid
LMeeupQE4SCt,1,credit_card,1,90.74,paid
9dfZqvswmmmJ,1,credit_card,1,38.65,paid
c9OofFs4Erj0,1,credit_card,10,14.6,paid
HKgnC2uLrgGc,2,credit_card,10,165.55,paid
rSeg4BRMSd7T,1,credit_card,10,92.35,paid
C2gwZP9QkIMK,1,wallet,1,957.8,paid
pROepxH9d72e,1,wallet,1,439.5,paid
zbbeO5qrIllD,1,credit_card,2,20.58,paid
8TsrbbrJoVyP,1,credit_card,1,215.98,paid
DHVa4MWDdyfc,1,credit_card,2,162.57,paid
p8ptArdGb2si,1,credit_card,10,101.75,paid
QdI2mgaGEsd3,1,credit_card,3,279.95,paid
FID6vOHwV4zm,1,debit_card,1,314.55,paid
C5tYGrd10HAZ,1,credit_card,1,75.44,paid
bxFAvGaCrUc5,1,credit_card,2,532.55,paid
pYic3g2jmFei,1,credit_card,1,20.58,paid
SvB7diCDzKmL,1,credit_card,4,88.1,paid
A1Q8t6wYsQjX,1,credit_card,5,152.42,paid
ylJylvzfm6ib,1,credit_card,1,244.85,paid
iSEBwJ7L4JU8,1,credit_card,4,69.91,paid
D0BEZLmBE29A,1,credit_card,2,338.58,paid
RcCKqCctF2bG,1,wallet,1,110.2,paid
hxpTmbbinqkE,1,credit_card,3,230.49,paid
egDB6SxJCmvn,1,credit_card,1,319.11,paid
flNfL6KGiwtH,1,credit_card,6,151.7,paid
cbp3cQOXeYAQ,1,wallet,1,10.57,paid
JmKMxOh74bsx,1,credit_card,1,1416.7,paid
8YepBRebMrXe,1,credit_card,4,819.32,paid
UskoIbsnNMkK,1,credit_card,1,362.93,paid
wY4lUmwEU494,1,credit_card,3,336.86,paid
ZWjPWt9rdgXe,1,credit_card,1,513.46,paid
ELRoAEq8Zag9,1,credit_card,1,332.14,paid
GyXoKkefNRy7,1,credit_card,1,210.29,paid
YlQ4zOPKfevI,1,credit_card,10,2075.48,paid
ix23QGUTRHmF,1,credit_card,2,672.72,paid
u7HicyvcsWmR,1,wallet,1,259.13,paid
JJ43qlKH3A05,1,credit_card,5,602.35,paid
lLMSGHfg6bzT,1,credit_card,1,106.66,paid
QVmquLlROm09,1,credit_card,2,386.79,paid
JiescaQM6juT,1,credit_card,1,351.25,paid
VWkQ1YK0UdIs,1,credit_card,1,317.9,paid
uKMvXYwbU5pq,1,credit_card,3,551.49,paid
XazwAWFyrKao,1,credit_card,1,313.58,paid
1odTt9l8xRNX,1,credit_card,3,163.05,paid
ZRRzGxTEGVML,1,wallet,1,135.2,paid
RSje346oTB19,1,wallet,1,20.58,paid
7OLOC5Kp5uHn,1,credit_card,2,212.75,paid
xAicsUpTH8rj,1,credit_card,3,517.7,paid
MEfGPGzp0rgy,1,credit_card,1,5.86,paid
6DrilTukyNF5,1,credit_card,5,47.52,paid
dAuVzAQywkOE,1,credit_card,3,38.06,paid
MuhRykEab3Da,1,credit_card,5,188.77,paid
qixcpY108XnI,1,credit_card,2,131.64,paid
mmhPWQRLDcRO,1,credit_card,2,331.96,paid
8dBGxnRxa4CS,1,credit_card,2,882.87,paid
1CW69epr5uHG,1,credit_card,3,1272.67,paid
Co0N7EixWq6C,1,credit_card,2,567.34,paid
rtw6ldO2seeC,1,credit_card,1,35.01,paid
FUg1x73biWQg,1,credit_card,1,12.22,paid
8i1I7H0Eykns,1,credit_card,6,161.08,paid
CtcQu0WMgHBH,1,credit_card,1,162.84,paid
f6Yo5UdR3vNR,2,voucher,1,33.48,paid
zRxnLbXvvvhg,1,credit_card,6,559.23,paid
qJH7zsyvny9x,1,credit_card,4,69.73,paid
gPPTX2UhTgdV,1,credit_card,3,206.75,paid
SQNRh2HWVmrn,1,credit_card,1,173.35,paid
DAQWyWAVSH82,1,credit_card,1,117.2,paid
ESatphDUEb1Q,1,credit_card,1,31.69,paid
e3TpzZTc5haE,1,credit_card,2,216.93,paid
w0J5jJ3To29u,1,wallet,1,333.76,paid
K5k4MM4tWl5f,1,credit_card,1,128.13,paid
v1u5ejLfBokF,1,credit_card,1,106.86,paid
IqFZclC6WRBZ,1,wallet,1,10.9,paid
Xc9vt0jiKqyX,1,credit_card,2,197.49,paid
p5nl4uowAh8T,1,debit_card,1,490.02,paid
3UKw9OlJJmVn,2,voucher,1,1843.85,paid
ZudVC896PEP3,1,credit_card,2,1014.61,paid
NbLWKc8WrLGk,1,credit_card,3,172.7,paid
3SZkLY7s9ZKB,1,credit_card,3,113.89,paid
vRrCWXiS5LKK,1,credit_card,3,60.37,paid
W6X3jls4ZY91,1,credit_card,2,249.39,paid
OWURuaINz6Nk,1,credit_card,7,12.97,paid
VHl9xSCFxy1O,1,credit_card,3,468.69,paid
HsWRlGtFmr4O,1,credit_card,1,47.57,paid
Brq9yw94xAca,1,credit_card,4,260.86,paid
QsVrBVSIP6rc,1,credit_card,7,135.48,paid
qHLCB3d9SfZM,1,credit_card,1,510.69,paid
PpOuEbtfxMVZ,1,credit_card,1,96.24,paid
vxz6EruEXucj,1,credit_card,1,14.77,paid
LX7ATdUgMt2W,1,credit_card,1,186.74,paid
VXAjrX951H6W,1,wallet,1,166.62,paid
80fMwgLWw02P,1,credit_card,4,16.03,paid
bDnzOZpFmuQ7,1,credit_card,10,569.06,paid
S5Abrl950lIG,1,credit_card,3,165.0,paid
EbzPdGIbzpwj,1,credit_card,10,1729.98,paid
hSl0BrCSq2eM,1,wallet,1,340.81,paid
5g9rHvw2M6Cx,1,credit_card,1,73.09,paid
fR4opIoF42jT,1,credit_card,4,29.89,paid
AL8kBVjgfeGq,1,credit_card,8,119.77,paid
2QxTMW6WmOEE,1,credit_card,1,686.09,paid
coIgAAqOvZxy,1,credit_card,1,7.19,paid
6baA0EIeGP5h,2,voucher,1,8.38,paid
84XCZXZ2pTNe,1,wallet,1,910.98,paid
PnxaeNmDyJkS,1,wallet,1,221.08,paid
ymVnNuUAV0ag,1,credit_card,3,20.25,paid
Hb1XzoTdIohR,1,credit_card,1,246.64,paid
XVU9GFg87agP,1,credit_card,1,268.77,paid
nC3kZVzoK9Qq,1,credit_card,5,187.17,paid
D7aHKWbPKL54,1,credit_card,8,219.43,paid
AGwREzbBsd3X,1,credit_card,2,145.76,paid
pQ7xFtMFYTHZ,1,credit_card,5,79.5,paid
qpbWFTG2vVDI,1,credit_card,2,132.08,paid
wMt8W1Q4ryB6,1,credit_card,8,318.23,paid
Ppad4rjrkrH0,1,credit_card,1,199.69,paid
buLul6OmXRWo,1,credit_card,1,1014.61,paid
LzCSsNKRCrVF,1,credit_card,2,531.17,paid
Hu99h2H8CRZS,1,credit_card,1,25.78,paid
l1sZJryWfPpK,1,credit_card,1,168.57,paid
haYzjfYU3E4t,1,credit_card,3,211.44,paid
qgfpQRsd8xRc,2,voucher,1,37.76,paid
DeT6TFeedgas,1,credit_card,2,184.45,paid
VDafYIVYlF5h,1,credit_card,1,138.08,paid
f2wmN9LMFjmV,1,credit_card,7,665.87,paid
eTT6qAr1CCWV,1,credit_card,1,414.11,paid
grT8tV2chlwR,1,credit_card,1,576.04,paid
ls33isNcDaKA,1,credit_card,3,75.36,paid
8cDHgUtpsB7b,1,wallet,1,187.28,paid
FBJ4vo81VEYh,1,credit_card,3,432.18,paid
oKhb1XnF0os1,1,wallet,1,504.65,paid
9AQyqlO8a4jw,1,credit_card,9,2.69,paid
L74pROuS9erh,1,credit_card,4,230.0,paid
6EFTHF9yVwLB,1,credit_card,6,187.72,paid
dhK8vP24AFLS,1,credit_card,2,430.28,paid
NEjZPq9Rwu2o,1,credit_card,3,294.3,paid
3rZ3f0NL2wLU,1,credit_card,1,18.59,paid
lABg9Odk3c6G,1,wallet,1,247.37,paid
yAwsTl1N55Qd,1,credit_card,3,723.2,paid
d5u0mcJf2ayH,1,wallet,1,990.54,paid
2GT7Cmg4evpg,1,credit_card,3,93.11,paid
lvQAL6alpqJy,1,credit_card,3,115.58,paid
gfDsnCjjsGHA,1,credit_card,4,310.98,paid
iyyMasVChgOf,1,wallet,1,51.53,paid
m9yXgvpO2Ym4,1,wallet,1,529.92,paid
BpvOwNo2wX6G,1,wallet,1,59.08,paid
mQgnkVW97E7c,1,credit_card,1,75.8,paid
38tojC8YlXxI,1,credit_card,1,165.25,paid
V6skeCjOuct8,1,credit_card,3,138.08,paid
RNkCF94iAqAT,1,credit_card,2,1843.85,paid
6C4lcDIOAKfZ,1,credit_card,3,457.38,paid
yHsINyYvfOZe,1,credit_card,2,145.48,paid
gqk4huYgvrvJ,2,voucher,1,1019.34,paid
g8ZwttyfsN1H,1,credit_card,1,59.91,paid
kHxiGnM8fW0u,1,credit_card,6,199.41,paid
eEGVAfxA0OCk,1,credit_card,1,622.64,paid
nH278cIgn0ii,1,credit_card,5,279.9,paid
tknWJdBasViP,1,credit_card,6,229.14,paid
xcK9jesApODv,1,credit_card,1,149.71,paid
HgDiiJxL9C0s,1,credit_card,1,522.98,paid
ACBlbaVdSypZ,1,credit_card,9,128.82,paid
QeIeBrxT2Re1,1,credit_card,2,106.7,paid
d6hfR8Pfwas6,1,credit_card,10,15.92,paid
ajxNcYDt3An0,1,wallet,1,97.14,paid
Rgv2z059fimD,1,wallet,1,473.2,paid
pv4oE0SfkM8w,1,credit_card,1,114.79,paid
k9P540LsPZIP,1,credit_card,5,232.17,paid
9PKsZW0jZsh3,1,voucher,1,381.51,paid
xpl0qmhX1FDl,1,wallet,1,88.46,paid
Ziurs4JVrNKN,1,credit_card,3,637.65,paid
5BJLFqYcU0RR,1,credit_card,4,25.65,paid
MJh60IGS6myI,1,credit_card,3,251.69,paid
DGmVN3yfZglK,1,credit_card,3,183.56,paid
kIjb8qqBSiAA,1,credit_card,4,144.84,paid
9apKKQPXghB9,1,wallet,1,74.12,paid
X7DKnIuqCt33,2,voucher,1,186.36,paid
KxCHxOSgm4gc,2,credit_card,8,158.08,paid
5bCHkq89gFqJ,1,wallet,1,98.81,paid
hNogwrXRLlkS,1,credit_card,10,14.3,paid
IqzM4usT5tQu,1,credit_card,2,80.05,paid
ooGMIQ7yBE1m,1,wallet,1,27.49,paid
BiXKBBLxFr82,1,credit_card,12,198.77,paid
YtN8vcssfV1V,1,credit_card,3,249.59,paid
SymmS29dIcpH,1,debit_card,1,231.4,paid
eDgwqUPdQJ3H,1,credit_card,8,197.64,paid
wJFnJSQ7qZTv,1,wallet,1,507.17,paid
LYHRkslryxZQ,1,credit_card,2,469.78,paid
jlaT7FKqzWwP,1,credit_card,3,372.14,paid
zh3a1sny5OS2,1,credit_card,1,160.23,paid
t8ynrdzkEas6,1,credit_card,1,65.81,paid
vebvUEqMn4iQ,1,credit_card,3,291.43,paid
2fXvpI0ZO9uw,1,credit_card,2,170.37,paid
TaUHm07oyCfu,1,credit_card,1,155.72,paid
K2IjCcjWkupT,1,wallet,1,135.0,paid
jPU4JAqXae5g,1,credit_card,1,112.15,paid
KwndrcrbYWYk,1,credit_card,10,317.31,paid
sSTUINNTs2SK,1,credit_card,3,205.65,paid
mK0H53ARHprU,1,credit_card,8,580.07,paid
rrvQoKu2km8A,1,credit_card,4,462.72,paid
upspom8VaAUQ,1,wallet,1,205.88,paid
PTgJRiqivru9,1,credit_card,1,29.68,paid
lDNfItcp1ca5,1,wallet,1,44.66,paid
2vHOFozZQqL7,1,credit_card,1,211.44,paid
FVyPwV0EkSkd,1,credit_card,10,81.42,paid
3axIBn85umg8,1,credit_card,4,72.67,paid
3A0QxI3cURxi,1,wallet,1,55.41,paid
9HFX2qlDnnBr,1,credit_card,4,36.84,paid
jFtRLZjLuWva,1,credit_card,2,249.94,paid
chtEieDLg4gi,1,credit_card,8,553.0,paid
UktzQkCqZZtl,1,credit_card,1,72.95,paid
cSbeYPcwMwTw,1,credit_card,8,222.35,paid
4vrTfJ5G2i7c,1,wallet,1,328.26,paid
4kMN1P4Yblog,1,credit_card,3,990.54,paid
samsQ2E8AQoi,1,credit_card,3,245.95,paid
EfzHgcaFu2qv,1,credit_card,1,588.66,paid
w7vqXqUTBDnc,1,credit_card,1,783.26,paid
jifzFcjhALUq,1,wallet,1,249.95,paid
hH6gDfEuCN9l,1,credit_card,3,57.52,paid
bbtbl6Ncf4sv,1,credit_card,3,472.02,paid
ULrguXFtTvjA,1,credit_card,1,441.21,paid
cBzwWqmDX6pQ,1,credit_card,8,220.63,paid
plcqao32RShQ,1,credit_card,4,1.1,paid
kBgXk7nMZSp8,1,credit_card,3,1077.41,paid
fldmXkS837DU,1,wallet,1,334.29,paid
yc9ZqHveDFfM,1,credit_card,1,787.53,paid
YOPNF3DAYsKi,1,wallet,1,112.35,paid
jDgPDrmGPr7q,1,credit_card,2,197.0,paid
IbVJ4IhFJafk,1,credit_card,2,134.63,paid
nWQ22vkIrGJr,1,credit_card,6,216.62,paid
DctVAk2iGAbT,1,credit_card,8,71.47,paid
jYBl83wpH3iR,1,credit_card,1,197.0,paid
LEymEKz1Htq1,1,credit_card,3,211.44,paid
ITLgqcHlrxUw,1,credit_card,2,42.68,paid
Dazy7Hhc14EF,1,credit_card,4,180.56,paid
PGkNlKH2MExL,1,credit_card,3,82.32,paid
tzbLjMeKFWcO,1,wallet,1,46.28,paid
94luEbFm9sD9,1,credit_card,8,237.59,paid
gfoQcyrp6qoQ,1,credit_card,8,45.31,paid
Rt1en1SFSrYS,1,credit_card,1,370.02,paid
51NigAm3IRyb,1,wallet,1,414.75,paid
4s16ZqYJibt9,1,credit_card,1,1400.33,paid
gyakLJqVuPfs,1,debit_card,1,147.23,paid
hfjAU1OvLQPY,1,credit_card,9,312.61,paid
5zaR8lvD9JMg,1,wallet,1,234.75,paid
1IzRHQSqwVjW,1,wallet,1,77.92,paid
3cyqmIjrLz5a,1,credit_card,1,180.34,paid
8PAqOv71gdGR,1,credit_card,1,96.43,paid
